date,tot_cases,tot_cases_conf,tot_cases_prob,tot_deaths,tot_deaths_conf,tot_deaths_prob,new_cases,new_deaths,audit_deaths,new_cases_conf,new_cases_prob,new_deaths_conf,new_deaths_prob,new_cases_18_and_under,new_cases_18_and_under_conf,new_cases_18_and_under_prob,actual_deaths
2021-04-19,437543,331565.0,105978.0,6347.0,5736.0,611.0,231.0,4.0,5.0,149.0,82.0,2.0,2.0,54.0,32.0,22.0,6.0
2021-04-18,437312,331407.0,105905.0,6338.0,5730.0,608.0,275.0,4.0,4.0,188.0,87.0,4.0,0.0,45.0,34.0,11.0,3.0
2021-04-17,437037,331221.0,105816.0,6330.0,5723.0,607.0,599.0,3.0,10.0,364.0,235.0,3.0,0.0,132.0,69.0,63.0,4.0
2021-04-16,436445,330855.0,105590.0,6317.0,5711.0,606.0,713.0,10.0,5.0,417.0,296.0,7.0,3.0,175.0,91.0,84.0,4.0
2021-04-15,435743,330448.0,105295.0,6302.0,5701.0,601.0,834.0,17.0,0.0,533.0,301.0,13.0,4.0,166.0,101.0,65.0,3.0
2021-04-14,434922,329906.0,105016.0,6285.0,5688.0,597.0,782.0,14.0,10.0,427.0,355.0,12.0,2.0,155.0,76.0,79.0,6.0
2021-04-13,434148,329470.0,104678.0,6261.0,5668.0,593.0,799.0,3.0,1.0,428.0,371.0,3.0,0.0,157.0,75.0,82.0,5.0
2021-04-12,433352,329045.0,104307.0,6257.0,5664.0,593.0,270.0,7.0,0.0,172.0,98.0,7.0,0.0,52.0,29.0,23.0,3.0
2021-04-11,433085,328804.0,104281.0,6250.0,5657.0,593.0,366.0,8.0,1.0,274.0,92.0,8.0,0.0,77.0,55.0,22.0,8.0
2021-04-10,432720,328529.0,104191.0,6241.0,5649.0,592.0,505.0,10.0,8.0,302.0,203.0,10.0,0.0,85.0,48.0,37.0,3.0
2021-04-09,432220,328271.0,103949.0,6223.0,5631.0,592.0,744.0,4.0,5.0,489.0,255.0,4.0,0.0,104.0,65.0,39.0,1.0
2021-04-08,431487,327777.0,103710.0,6214.0,5622.0,592.0,645.0,16.0,0.0,380.0,265.0,15.0,1.0,107.0,68.0,39.0,8.0
2021-04-07,430860,327377.0,103483.0,6198.0,5607.0,591.0,1028.0,10.0,4.0,540.0,488.0,9.0,1.0,185.0,87.0,98.0,6.0
2021-04-06,429841,326828.0,103013.0,6184.0,5594.0,590.0,344.0,7.0,6.0,169.0,175.0,7.0,0.0,38.0,19.0,19.0,7.0
2021-04-05,429511,326642.0,102869.0,6171.0,5581.0,590.0,110.0,4.0,4.0,76.0,34.0,4.0,0.0,16.0,14.0,2.0,5.0
2021-04-04,429401,326566.0,102835.0,6163.0,5573.0,590.0,299.0,5.0,9.0,210.0,89.0,4.0,1.0,53.0,33.0,20.0,3.0
2021-04-03,429106,326208.0,102898.0,6149.0,5560.0,589.0,587.0,8.0,12.0,403.0,184.0,8.0,0.0,94.0,57.0,37.0,7.0
2021-04-02,428527,325925.0,102602.0,6129.0,5541.0,588.0,690.0,3.0,18.0,447.0,243.0,3.0,0.0,115.0,58.0,57.0,2.0
2021-04-01,427842,325482.0,102360.0,6108.0,5522.0,586.0,972.0,13.0,5.0,606.0,366.0,12.0,1.0,175.0,99.0,76.0,6.0
2021-03-31,426876,324813.0,102063.0,6090.0,5505.0,585.0,815.0,22.0,3.0,495.0,320.0,19.0,3.0,141.0,86.0,55.0,5.0
2021-03-30,426073,324328.0,101745.0,6065.0,5483.0,582.0,751.0,13.0,10.0,401.0,350.0,11.0,2.0,113.0,55.0,58.0,8.0
2021-03-29,425333,323948.0,101385.0,6042.0,5464.0,578.0,310.0,11.0,0.0,197.0,113.0,8.0,3.0,50.0,28.0,22.0,10.0
2021-03-28,425024,323743.0,101281.0,6031.0,5456.0,575.0,361.0,8.0,0.0,270.0,91.0,5.0,3.0,72.0,48.0,24.0,1.0
2021-03-27,424666,323473.0,101193.0,6023.0,5451.0,572.0,637.0,15.0,0.0,402.0,235.0,13.0,2.0,100.0,43.0,57.0,5.0
2021-03-26,424055,323113.0,100942.0,6008.0,5438.0,570.0,646.0,27.0,11.0,362.0,284.0,22.0,5.0,159.0,72.0,87.0,9.0
2021-03-25,423414,322752.0,100662.0,5970.0,5408.0,562.0,726.0,19.0,88.0,410.0,316.0,18.0,1.0,138.0,64.0,74.0,8.0
2021-03-24,422694,322322.0,100372.0,5863.0,5312.0,551.0,695.0,24.0,25.0,387.0,308.0,21.0,3.0,127.0,61.0,66.0,6.0
2021-03-23,421999,321890.0,100109.0,5814.0,5270.0,544.0,893.0,11.0,4.0,478.0,415.0,11.0,0.0,155.0,76.0,79.0,5.0
2021-03-22,421121,321363.0,99758.0,5799.0,5256.0,543.0,294.0,11.0,50.0,189.0,105.0,9.0,2.0,44.0,29.0,15.0,11.0
2021-03-21,420828,321166.0,99662.0,5738.0,5200.0,538.0,316.0,16.0,2.0,231.0,85.0,15.0,1.0,48.0,28.0,20.0,11.0
2021-03-20,420512,320937.0,99575.0,5720.0,5183.0,537.0,644.0,25.0,0.0,414.0,230.0,20.0,5.0,139.0,69.0,70.0,6.0
2021-03-19,419872,320500.0,99372.0,5695.0,5163.0,532.0,731.0,25.0,166.0,440.0,291.0,21.0,4.0,132.0,69.0,63.0,6.0
2021-03-18,419149,320032.0,99117.0,5504.0,4987.0,517.0,785.0,448.0,,472.0,313.0,406.0,42.0,164.0,107.0,57.0,7.0
2021-03-17,418372,319559.0,98813.0,5056.0,4581.0,475.0,963.0,27.0,,593.0,370.0,24.0,3.0,159.0,85.0,74.0,9.0
2021-03-16,417412,318956.0,98456.0,5029.0,4557.0,472.0,819.0,24.0,,462.0,357.0,22.0,2.0,122.0,59.0,63.0,6.0
2021-03-15,416610,318472.0,98138.0,5005.0,4535.0,470.0,396.0,23.0,,310.0,86.0,21.0,2.0,40.0,30.0,10.0,1.0
2021-03-14,416215,318158.0,98057.0,4982.0,4514.0,468.0,445.0,16.0,,349.0,96.0,15.0,1.0,78.0,62.0,16.0,6.0
2021-03-13,415770,317805.0,97965.0,4966.0,4499.0,467.0,679.0,16.0,,468.0,211.0,13.0,3.0,91.0,58.0,33.0,1.0
2021-03-12,415091,317330.0,97761.0,4950.0,4486.0,464.0,963.0,29.0,,627.0,336.0,27.0,2.0,228.0,151.0,77.0,12.0
2021-03-11,414131,316694.0,97437.0,4921.0,4459.0,462.0,1211.0,37.0,,898.0,313.0,30.0,7.0,260.0,199.0,61.0,11.0
2021-03-10,412924,315777.0,97147.0,4884.0,4429.0,455.0,1010.0,34.0,,618.0,392.0,33.0,1.0,170.0,88.0,82.0,10.0
2021-03-09,411917,315134.0,96783.0,4850.0,4396.0,454.0,880.0,21.0,,501.0,379.0,18.0,3.0,168.0,105.0,63.0,7.0
2021-03-08,411040,314598.0,96442.0,4829.0,4378.0,451.0,331.0,10.0,,211.0,120.0,9.0,1.0,49.0,29.0,20.0,5.0
2021-03-07,410709,314385.0,96324.0,4819.0,4369.0,450.0,526.0,13.0,,390.0,136.0,13.0,0.0,73.0,55.0,18.0,7.0
2021-03-06,410184,313998.0,96186.0,4806.0,4356.0,450.0,840.0,52.0,,493.0,347.0,45.0,7.0,140.0,83.0,57.0,7.0
2021-03-05,409345,313491.0,95854.0,4754.0,4311.0,443.0,920.0,22.0,,550.0,370.0,19.0,3.0,143.0,72.0,71.0,13.0
2021-03-04,408440,312930.0,95510.0,4732.0,4292.0,440.0,1068.0,28.0,,731.0,337.0,25.0,3.0,139.0,76.0,63.0,4.0
2021-03-03,407373,312179.0,95194.0,4704.0,4267.0,437.0,1175.0,33.0,,651.0,524.0,26.0,7.0,170.0,78.0,92.0,4.0
2021-03-02,406201,311489.0,94712.0,4671.0,4241.0,430.0,1080.0,19.0,,598.0,482.0,17.0,2.0,160.0,87.0,73.0,4.0
2021-03-01,405126,310885.0,94241.0,4652.0,4224.0,428.0,509.0,15.0,,392.0,117.0,15.0,0.0,79.0,60.0,19.0,9.0
2021-02-28,404622,310481.0,94141.0,4637.0,4209.0,428.0,675.0,12.0,,444.0,231.0,10.0,2.0,91.0,50.0,41.0,10.0
2021-02-27,403947,310029.0,93918.0,4625.0,4199.0,426.0,1025.0,25.0,,621.0,404.0,24.0,1.0,190.0,117.0,73.0,7.0
2021-02-26,402926,309388.0,93538.0,4600.0,4175.0,425.0,1180.0,30.0,,754.0,426.0,29.0,1.0,201.0,110.0,91.0,11.0
2021-02-25,401750,308600.0,93150.0,4570.0,4146.0,424.0,1447.0,43.0,,1002.0,445.0,39.0,4.0,192.0,114.0,78.0,17.0
2021-02-24,400307,307541.0,92766.0,4527.0,4107.0,420.0,1306.0,51.0,,789.0,517.0,46.0,5.0,183.0,95.0,88.0,18.0
2021-02-23,399013,306745.0,92268.0,4476.0,4061.0,415.0,1497.0,16.0,,875.0,622.0,15.0,1.0,235.0,136.0,99.0,13.0
2021-02-22,397526,305904.0,91622.0,4460.0,4046.0,414.0,530.0,13.0,,331.0,199.0,13.0,0.0,93.0,50.0,43.0,10.0
2021-02-21,396997,305543.0,91454.0,4447.0,4033.0,414.0,979.0,21.0,,653.0,326.0,16.0,5.0,145.0,89.0,56.0,16.0
2021-02-20,396018,304886.0,91132.0,4426.0,4017.0,409.0,1333.0,25.0,,777.0,556.0,22.0,3.0,193.0,123.0,70.0,13.0
2021-02-19,394687,304086.0,90601.0,4401.0,3995.0,406.0,1993.0,28.0,,1347.0,646.0,23.0,5.0,332.0,216.0,116.0,20.0
2021-02-18,392729,302781.0,89948.0,4373.0,3972.0,401.0,963.0,37.0,,463.0,500.0,31.0,6.0,141.0,65.0,76.0,11.0
2021-02-17,391772,302264.0,89508.0,4336.0,3941.0,395.0,1017.0,18.0,,632.0,385.0,16.0,2.0,163.0,93.0,70.0,19.0
2021-02-16,390762,301646.0,89116.0,4318.0,3925.0,393.0,1255.0,27.0,,783.0,472.0,24.0,3.0,191.0,121.0,70.0,19.0
2021-02-15,389521,300855.0,88666.0,4291.0,3901.0,390.0,723.0,9.0,,481.0,242.0,8.0,1.0,105.0,69.0,36.0,21.0
2021-02-14,388798,300366.0,88432.0,4282.0,3893.0,389.0,1710.0,10.0,,1042.0,668.0,9.0,1.0,277.0,154.0,123.0,16.0
2021-02-13,387090,299318.0,87772.0,4272.0,3884.0,388.0,769.0,19.0,,454.0,315.0,19.0,0.0,117.0,63.0,54.0,22.0
2021-02-12,386326,298878.0,87448.0,4253.0,3865.0,388.0,1440.0,42.0,,919.0,521.0,35.0,7.0,252.0,146.0,106.0,36.0
2021-02-11,384903,297942.0,86961.0,4211.0,3830.0,381.0,1880.0,36.0,,1156.0,724.0,31.0,5.0,296.0,168.0,128.0,18.0
2021-02-10,383032,296748.0,86284.0,4175.0,3799.0,376.0,1914.0,49.0,,992.0,922.0,46.0,3.0,313.0,161.0,152.0,25.0
2021-02-09,381121,295779.0,85342.0,4126.0,3753.0,373.0,2339.0,35.0,,1327.0,1012.0,33.0,2.0,409.0,201.0,208.0,21.0
2021-02-08,378793,294457.0,84336.0,4091.0,3720.0,371.0,1003.0,40.0,,736.0,267.0,31.0,9.0,175.0,120.0,55.0,24.0
2021-02-07,377790,293708.0,84082.0,4051.0,3689.0,362.0,1532.0,31.0,,1128.0,404.0,29.0,2.0,252.0,182.0,70.0,31.0
2021-02-06,376262,292581.0,83681.0,4020.0,3660.0,360.0,1998.0,49.0,,1208.0,790.0,41.0,8.0,346.0,198.0,148.0,25.0
2021-02-05,374268,291375.0,82893.0,3971.0,3619.0,352.0,2261.0,50.0,,1381.0,880.0,43.0,7.0,339.0,210.0,129.0,29.0
2021-02-04,372012,290000.0,82012.0,3921.0,3576.0,345.0,2500.0,58.0,,1702.0,798.0,53.0,5.0,432.0,274.0,158.0,31.0
2021-02-03,369519,288244.0,81275.0,3863.0,3523.0,340.0,2592.0,51.0,,1731.0,861.0,45.0,6.0,416.0,267.0,149.0,28.0
2021-02-02,366938,286537.0,80401.0,3812.0,3478.0,334.0,2443.0,32.0,,1404.0,1039.0,28.0,4.0,398.0,207.0,191.0,22.0
2021-02-01,364507,285138.0,79369.0,3780.0,3450.0,330.0,1623.0,35.0,,1110.0,513.0,32.0,3.0,220.0,150.0,70.0,28.0
2021-01-31,362890,284053.0,78837.0,3745.0,3418.0,327.0,1768.0,31.0,,1240.0,528.0,27.0,4.0,282.0,191.0,91.0,25.0
2021-01-30,361124,282810.0,78314.0,3714.0,3391.0,323.0,2649.0,46.0,,1746.0,903.0,40.0,6.0,435.0,257.0,178.0,31.0
2021-01-29,358478,281086.0,77392.0,3668.0,3351.0,317.0,2608.0,57.0,,1754.0,854.0,40.0,17.0,424.0,288.0,136.0,33.0
2021-01-28,355877,279340.0,76537.0,3611.0,3311.0,300.0,2947.0,69.0,,2026.0,921.0,63.0,6.0,498.0,329.0,169.0,22.0
2021-01-27,352943,277341.0,75602.0,3542.0,3248.0,294.0,2424.0,47.0,,1406.0,1018.0,41.0,6.0,413.0,225.0,188.0,42.0
2021-01-26,350528,276016.0,74512.0,3495.0,3207.0,288.0,2714.0,35.0,,1555.0,1159.0,30.0,5.0,470.0,246.0,224.0,37.0
2021-01-25,347836,274512.0,73324.0,3460.0,3177.0,283.0,1268.0,39.0,,882.0,386.0,32.0,7.0,169.0,121.0,48.0,33.0
2021-01-24,346586,273686.0,72900.0,3421.0,3145.0,276.0,2018.0,35.0,,1487.0,531.0,31.0,4.0,319.0,245.0,74.0,38.0
2021-01-23,344568,272191.0,72377.0,3386.0,3114.0,272.0,3795.0,49.0,,2818.0,977.0,45.0,4.0,614.0,424.0,190.0,36.0
2021-01-22,340779,269421.0,71358.0,3337.0,3069.0,268.0,2756.0,36.0,,1852.0,904.0,35.0,1.0,395.0,252.0,143.0,38.0
2021-01-21,338034,267624.0,70410.0,3301.0,3034.0,267.0,3728.0,58.0,,2391.0,1337.0,51.0,7.0,506.0,303.0,203.0,35.0
2021-01-20,334321,265333.0,68988.0,3243.0,2983.0,260.0,3433.0,49.0,,2383.0,1050.0,42.0,7.0,520.0,346.0,174.0,38.0
2021-01-19,330907,263094.0,67813.0,3194.0,2941.0,253.0,2250.0,27.0,,1575.0,675.0,18.0,9.0,260.0,185.0,75.0,51.0
2021-01-18,328668,261527.0,67141.0,3167.0,2923.0,244.0,1998.0,40.0,,1622.0,376.0,39.0,1.0,219.0,166.0,53.0,42.0
2021-01-17,326675,259967.0,66708.0,3127.0,2884.0,243.0,2362.0,34.0,,1990.0,372.0,26.0,8.0,293.0,241.0,52.0,44.0
2021-01-16,324325,257994.0,66331.0,3093.0,2858.0,235.0,3096.0,32.0,,2341.0,755.0,29.0,3.0,426.0,311.0,115.0,45.0
2021-01-15,321270,255670.0,65600.0,3061.0,2829.0,232.0,3955.0,19.0,,3076.0,879.0,16.0,3.0,491.0,380.0,111.0,44.0
2021-01-14,317345,252694.0,64651.0,3042.0,2813.0,229.0,4084.0,51.0,,3122.0,962.0,46.0,5.0,504.0,370.0,134.0,45.0
2021-01-13,313282,249686.0,63596.0,2991.0,2767.0,224.0,4560.0,47.0,,3361.0,1199.0,37.0,10.0,594.0,428.0,166.0,50.0
2021-01-12,308729,246392.0,62337.0,2944.0,2730.0,214.0,3053.0,22.0,,1917.0,1136.0,21.0,1.0,412.0,242.0,170.0,43.0
2021-01-11,305707,244578.0,61129.0,2922.0,2709.0,213.0,2085.0,21.0,,1670.0,415.0,17.0,4.0,242.0,185.0,57.0,39.0
2021-01-10,303625,242993.0,60632.0,2901.0,2692.0,209.0,3232.0,25.0,,2686.0,546.0,20.0,5.0,389.0,313.0,76.0,39.0
2021-01-09,300398,240337.0,60061.0,2876.0,2672.0,204.0,4240.0,20.0,,3289.0,951.0,20.0,0.0,509.0,371.0,138.0,41.0
2021-01-08,296167,237108.0,59059.0,2856.0,2652.0,204.0,4750.0,13.0,,3667.0,1083.0,9.0,4.0,581.0,427.0,154.0,57.0
2021-01-07,291430,233472.0,57958.0,2843.0,2643.0,200.0,4911.0,37.0,,3763.0,1148.0,34.0,3.0,651.0,465.0,186.0,41.0
2021-01-06,286541,229808.0,56733.0,2806.0,2609.0,197.0,5742.0,34.0,,4291.0,1451.0,31.0,3.0,670.0,496.0,174.0,45.0
2021-01-05,280836,225611.0,55225.0,2772.0,2578.0,194.0,1781.0,23.0,,1345.0,436.0,19.0,4.0,202.0,146.0,56.0,46.0
2021-01-04,279143,224348.0,54795.0,2749.0,2559.0,190.0,2319.0,26.0,,1795.0,524.0,26.0,0.0,291.0,223.0,68.0,48.0
2021-01-03,276826,222545.0,54281.0,2723.0,2533.0,190.0,2860.0,25.0,,2318.0,542.0,20.0,5.0,325.0,253.0,72.0,48.0
2021-01-02,273971,220231.0,53740.0,2698.0,2513.0,185.0,1470.0,22.0,,1174.0,296.0,20.0,2.0,185.0,138.0,47.0,38.0
2021-01-01,272502,219052.0,53450.0,2676.0,2493.0,183.0,3124.0,14.0,,2591.0,533.0,12.0,2.0,391.0,306.0,85.0,49.0
2020-12-31,269381,216445.0,52936.0,2662.0,2481.0,181.0,4145.0,39.0,,3189.0,956.0,35.0,4.0,441.0,302.0,139.0,51.0
2020-12-30,265262,213256.0,52006.0,2623.0,2446.0,177.0,3784.0,29.0,,2710.0,1074.0,22.0,7.0,398.0,261.0,137.0,61.0
2020-12-29,261492,210548.0,50944.0,2594.0,2424.0,170.0,2990.0,31.0,,1944.0,1046.0,26.0,5.0,307.0,179.0,128.0,47.0
2020-12-28,258517,208615.0,49902.0,2563.0,2398.0,165.0,1455.0,8.0,,1018.0,437.0,7.0,1.0,147.0,103.0,44.0,57.0
2020-12-27,257063,207578.0,49485.0,2555.0,2391.0,164.0,1509.0,21.0,,1215.0,294.0,19.0,2.0,181.0,139.0,42.0,47.0
2020-12-26,255563,206356.0,49207.0,2534.0,2372.0,162.0,764.0,4.0,,713.0,51.0,4.0,0.0,69.0,60.0,9.0,52.0
2020-12-25,254801,205660.0,49141.0,2530.0,2368.0,162.0,1803.0,11.0,,1593.0,210.0,9.0,2.0,164.0,146.0,18.0,58.0
2020-12-24,252998,204067.0,48931.0,2519.0,2359.0,160.0,2742.0,53.0,,2023.0,719.0,47.0,6.0,289.0,186.0,103.0,43.0
2020-12-23,250280,202044.0,48236.0,2466.0,2312.0,154.0,2953.0,26.0,,2107.0,846.0,24.0,2.0,322.0,192.0,130.0,73.0
2020-12-22,247344,199942.0,47402.0,2440.0,2288.0,152.0,3057.0,28.0,,1981.0,1076.0,22.0,6.0,327.0,192.0,135.0,57.0
2020-12-21,244297,197968.0,46329.0,2412.0,2266.0,146.0,1988.0,15.0,,1662.0,326.0,12.0,3.0,241.0,199.0,42.0,57.0
2020-12-20,242321,196279.0,46042.0,2397.0,2255.0,142.0,1765.0,26.0,,1384.0,381.0,21.0,5.0,194.0,154.0,40.0,65.0
2020-12-19,240564,194877.0,45687.0,2371.0,2234.0,137.0,3388.0,27.0,,2345.0,1043.0,26.0,1.0,373.0,233.0,140.0,56.0
2020-12-18,237190,192448.0,44742.0,2344.0,2208.0,136.0,3179.0,28.0,,2161.0,1018.0,25.0,3.0,349.0,217.0,132.0,56.0
2020-12-17,234021,190277.0,43744.0,2316.0,2183.0,133.0,3349.0,54.0,,2521.0,828.0,50.0,4.0,372.0,261.0,111.0,53.0
2020-12-16,230693,187697.0,42996.0,2262.0,2133.0,129.0,2898.0,23.0,,1812.0,1086.0,21.0,2.0,317.0,182.0,135.0,59.0
2020-12-15,227818,185901.0,41917.0,2239.0,2112.0,127.0,2946.0,15.0,,1807.0,1139.0,14.0,1.0,340.0,191.0,149.0,54.0
2020-12-14,224890,184072.0,40818.0,2224.0,2098.0,126.0,1802.0,17.0,,,,,,,,,47.0
2020-12-13,223104,182563.0,40541.0,2207.0,2081.0,126.0,2454.0,15.0,,,,,,,,,51.0
2020-12-12,220660,180633.0,40027.0,2192.0,2067.0,125.0,3558.0,24.0,,,,,,,,,41.0
2020-12-11,217120,178047.0,39073.0,2168.0,2052.0,116.0,3691.0,22.0,,,,,,,,,63.0
2020-12-10,213450,175271.0,38179.0,2146.0,2039.0,107.0,4324.0,28.0,,,,,,,,,51.0
2020-12-09,209136,172075.0,37061.0,2118.0,2014.0,104.0,3481.0,16.0,,,,,,,,,45.0
2020-12-08,205668,169569.0,36099.0,2102.0,1999.0,103.0,3114.0,20.0,,,,,,,,,54.0
2020-12-07,202592,167377.0,35215.0,2082.0,1980.0,102.0,1972.0,10.0,,,,,,,,,57.0
2020-12-06,200632,165693.0,34939.0,2072.0,1970.0,102.0,2567.0,10.0,,,,,,,,,68.0
2020-12-05,198065,163462.0,34603.0,2062.0,1960.0,102.0,3892.0,23.0,,,,,,,,,59.0
2020-12-04,194193,160166.0,34027.0,2039.0,1941.0,98.0,3614.0,25.0,,,,,,,,,67.0
2020-12-03,190601,157319.0,33282.0,2014.0,1922.0,92.0,3895.0,34.0,,,,,,,,,51.0
2020-12-02,186765,154260.0,32505.0,1980.0,1909.0,71.0,3601.0,37.0,,,,,,,,,51.0
2020-12-01,183168,151528.0,31640.0,1943.0,1874.0,69.0,4151.0,35.0,,,,,,,,,40.0
2020-11-30,179041,148424.0,30617.0,1908.0,1846.0,62.0,2124.0,12.0,,,,,,,,,55.0
2020-11-29,176925,146693.0,30232.0,1896.0,1834.0,62.0,2803.0,11.0,,,,,,,,,44.0
2020-11-28,174182,144349.0,29833.0,1885.0,1825.0,60.0,2437.0,14.0,,,,,,,,,50.0
2020-11-27,171755,142254.0,29501.0,1871.0,1817.0,54.0,1747.0,4.0,,,,,,,,,38.0
2020-11-26,170009,140630.0,29379.0,1867.0,1814.0,53.0,3870.0,32.0,,,,,,,,,40.0
2020-11-25,166139,137387.0,28752.0,1835.0,1784.0,51.0,3408.0,26.0,,,,,,,,,48.0
2020-11-24,162838,134739.0,28099.0,1809.0,1764.0,45.0,2690.0,17.0,,,,,,,,,49.0
2020-11-23,160232,132799.0,27433.0,1792.0,1747.0,45.0,2135.0,5.0,,,,,,,,,29.0
2020-11-22,158100,130899.0,27201.0,1787.0,1742.0,45.0,2194.0,4.0,,,,,,,,,43.0
2020-11-21,155908,128943.0,26965.0,1783.0,1738.0,45.0,3711.0,21.0,,,,,,,,,39.0
2020-11-20,152206,125825.0,26381.0,1762.0,1720.0,42.0,3825.0,20.0,,,,,,,,,51.0
2020-11-19,148390,122681.0,25709.0,1742.0,1701.0,41.0,3649.0,30.0,,,,,,,,,52.0
2020-11-18,144753,119662.0,25091.0,1712.0,1674.0,38.0,2753.0,15.0,,,,,,,,,44.0
2020-11-17,142008,117557.0,24451.0,1697.0,1659.0,38.0,2931.0,33.0,,,,,,,,,46.0
